,index,product,brand,price,rating,score,toxLowrisk,toxMedRisk,toxHighRisk,toxNA
0,2566,Advanced Night Repair Eye Serum Synchronized Complex II,Estee Lauder,66.0,3.8,0.36478132017838627,0.9074074074074074,0.07407407407407407,0.0,0.018518518518518517
1,64,Advanced Night Repair Concentrated Recovery Powerfoil Mask,Estee Lauder,18.99,5.0,0.35372189120455266,0.9285714285714286,0.047619047619047616,0.0,0.023809523809523808
2,2005,Advanced Night Repair Eye Synchronized Complex II,Estee Lauder,62.8,4.1,0.3408865065803194,0.8958333333333334,0.08333333333333333,0.0,0.020833333333333332
3,1507,Micro Essence Skin Activating Treatment Lotion,Estee Lauder,89.56,4.3,0.30382962741450464,0.9130434782608695,0.08695652173913043,0.0,0.0
4,10789,Advanced Night Repair Eye Concentrate Matrix Synchronized Recovery,Estee Lauder,,0.0,0.28905877174775185,0.9454545454545454,0.03636363636363636,0.0,0.01818181818181818
5,3977,Nurtura Replenishing Cream,Avon,,0.0,0.2629526079174401,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.07692307692307693
6,2778,The Radiant Serum,La Mer,,0.0,0.25688122582961986,0.9420289855072463,0.028985507246376812,0.0,0.028985507246376812
7,131,Moisture Surge? Overnight Mask,Clinique,35.0,4.7,0.25288787318992434,0.9285714285714286,0.023809523809523808,0.0,0.047619047619047616
8,3013,Re-Nutriv Ultimate Lift Age Correcting Serum,Estee Lauder,,5.0,0.2330330489736849,0.8378378378378378,0.02702702702702703,0.013513513513513514,0.12162162162162163
9,745,Alcohol-Free Toner,Neutrogena,4.29,4.4,0.22618046353593646,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.0
10,14325,Micro Essence Infusion Mask,Estee Lauder,81.1,0.0,0.22603048059251454,0.9393939393939394,0.06060606060606061,0.0,0.0
11,4284,"Un-Wrinkle, for All Skin Types",Peter Thomas Roth,,0.0,0.22507888587262476,0.7804878048780488,0.12195121951219512,0.07317073170731707,0.024390243902439025
12,2263,Turnaround Revitalizing Lotion,Clinique,30.9,4.0,0.20665585566752204,0.9310344827586207,0.034482758620689655,0.0,0.034482758620689655
13,783,Stress Relief Eye Mask,Estee Lauder,40.74,4.5,0.19994246122644027,0.8125,0.125,0.0,0.0625
14,1429,Rice Ceramide Moisturizing Toner,THE FACE SHOP,11.31,4.2,0.19175489622430597,0.875,0.08333333333333333,0.041666666666666664,0.0
15,6038,Extra Treatment Lotion,Bobbi Brown,,0.0,0.19020924338841586,0.8064516129032258,0.16129032258064516,0.03225806451612903,0.0
16,13487,Mamonde First Energy Essence,Mamonde,,0.0,0.18939491875774428,0.8125,0.125,0.0625,0.0
17,4908,Moisture Therapy Intensive Extra Strength Cream,Avon,,0.0,0.18771009309799422,0.76,0.2,0.04,0.0
18,4996,Power Brightening Serum Advanced,Lab Series Skincare for Men,,0.0,0.1816219526225267,0.9310344827586207,0.034482758620689655,0.034482758620689655,0.0
19,4722,Clearskin Professional Acne Mark Treatment,Avon,,0.0,0.18061113009755211,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.0
