,index,product,brand,price,rating,score,toxLowrisk,toxMedRisk,toxHighRisk,toxNA
0,13443,Ultimate Antioxidant C Boost Serum,Youth Corridor,,0.0,0.6955438701650059,0.875,0.125,0.0,0.0
1,449,20% Vitamin C + E Ferulic Acid Serum,Timeless,15.89,5.0,0.6793034455885069,0.9090909090909091,0.09090909090909091,0.0,0.0
2,3918,Serum 20 AOX+,SkinCeuticals,,0.0,0.6745596129887979,0.8181818181818182,0.18181818181818182,0.0,0.0
3,3995,Serum 10 AOX+,SkinCeuticals,,0.0,0.6745596129887979,0.8181818181818182,0.18181818181818182,0.0,0.0
4,4104,Serum 15 AOX+,SkinCeuticals,,0.0,0.6745596129887979,0.8181818181818182,0.18181818181818182,0.0,0.0
5,11015,Vitamin C Infusion,Pulsaderm,,0.0,0.6251659153566644,0.8095238095238095,0.09523809523809523,0.09523809523809523,0.0
6,15419,RESIST C15 Super Booster,Paula's Choice,49.0,3.7,0.5931602172272509,0.7857142857142857,0.21428571428571427,0.0,0.0
7,8123,"Vitamin C, E, Ferulic And Hyaluronic Acid Serum",Bombshell Bathtime,,5.0,0.581389425015956,1.0,0.0,0.0,0.0
8,8482,Brightening Elixir,Goldfaden MD,,0.0,0.537280152759176,0.9166666666666666,0.08333333333333333,0.0,0.0
9,8097,C Perfect Vitamin C Serum,Singularity Skin,,0.0,0.5161245853376337,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.0
10,7784,C20 + Ferulic Vitamin C Serum,NuFountain,,0.0,0.47903196463553255,0.9166666666666666,0.08333333333333333,0.0,0.0
11,13749,The Glow Maker Antioxidant Serum,Maelove,,0.0,0.4676332257810091,0.7368421052631579,0.15789473684210525,0.0,0.10526315789473684
12,6950,Kakadu C 20% Vitamin C Serum with Ferulic Acid & Vitamin E,Dermadoctor,,0.0,0.4516807414510058,0.8571428571428571,0.09523809523809523,0.0,0.047619047619047616
13,13461,Supreme-C Treatment,Nuori,,0.0,0.38006245833474367,0.9090909090909091,0.09090909090909091,0.0,0.0
14,2218,C-Firma Day Serum,Drunk Elephant,80.0,3.9,0.3694565950986916,0.9354838709677419,0.03225806451612903,0.0,0.03225806451612903
15,1063,Resveratrol 3% + Ferulic Acid 3%,The Ordinary,,5.0,0.3463555888977521,1.0,0.0,0.0,0.0
16,8663,Advanced Skin Lightening Serum,Vivier,,0.0,0.3261960590396465,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0
17,11728,Vitamin C Boost Powder,Eco Your Skin,,0.0,0.3074094734152599,1.0,0.0,0.0,0.0
18,11705,Supergel Cream M3 for Oily and Acne-Prone Skin,Faces,,0.0,0.3067764184660561,0.8947368421052632,0.05263157894736842,0.0,0.05263157894736842
19,4239,Phloretin CF,SkinCeuticals,,0.0,0.3065571946190353,0.75,0.125,0.0,0.125
